-- state,locality,postcode_range
PR,Salto do Lontra,85670-000 a 85679-999
PR,Santa Amélia,86370-000 a 86374-999
PR,Santa Cecília do Pavão,86225-000 a 86229-999
PR,Santa Cruz de Monte Castelo,87920-000 a 87929-999
PR,Santa Fé,86770-000 a 86779-999
PR,Santa Helena,85892-000 a 85895-999
PR,Santa Inês,86660-000 a 86669-999
PR,Santa Isabel do Ivaí,87910-000 a 87914-999
PR,Santa Izabel do Oeste,85650-000 a 85659-999
PR,Santa Lúcia,85795-000 a 85799-999
PR,Santa Maria do Oeste,85230-000 a 85239-999
PR,Santa Mariana,86350-000 a 86359-999
PR,Santa Mônica,87915-000 a 87919-999
PR,Santa Tereza do Oeste,85825-000 a 85825-999
PR,Santa Terezinha de Itaipu,85875-000 a 85876-999
PR,Santana do Itararé,84970-000 a 84979-999
PR,Santo Antônio da Platina,86430-000 a 86449-999
PR,Santo Antônio do Caiuá,87730-000 a 87739-999
PR,Santo Antônio do Paraíso,86315-000 a 86319-999
PR,Santo Antônio do Sudoeste,85710-000 a 85726-999
PR,Santo Inácio,86650-000 a 86659-999
PR,Sapopema,84290-000 a 84299-999
PR,Sarandi,87110-001 a 87119-999
PR,Sarandi,87110-001 a 87119-999
PR,Saudade do Iguaçu,85568-000 a 85569-999
PR,Sengés,84220-000 a 84239-999
PR,Serranópolis do Iguaçu,85885-000 a 85886-999
PR,Sertaneja,86340-000 a 86349-999
PR,Sertanópolis,86170-000 a 86179-999
PR,Siqueira Campos,84940-000 a 84944-999
PR,Sulina,85565-000 a 85567-999
PR,São Carlos do Ivaí,87770-000 a 87779-999
PR,São Jerônimo da Serra,86270-000 a 86279-999
PR,São Jorge D'Oeste,85575-000 a 85579-999
PR,São Jorge do Ivaí,87190-000 a 87199-999
PR,São Jorge do Patrocínio,87555-000 a 87559-999
PR,São José da Boa Vista,84980-000 a 84989-999
PR,São José das Palmeiras,85898-000 a 85899-999
PR,São José dos Pinhais,83000-001 a 83189-999
PR,São José dos Pinhais,83000-001 a 83149-999
PR,São João,85570-000 a 85574-999
PR,São João do Caiuá,87740-000 a 87749-999
PR,São João do Ivaí,86930-000 a 86934-999
PR,São João do Triunfo,84150-000 a 84159-999
PR,São Manoel do Paraná,87215-000 a 87219-999
PR,São Mateus do Sul,83900-000 a 83979-999
PR,São Miguel do Iguaçu,85877-000 a 85879-999
PR,São Pedro do Iguaçu,85929-000 a 85929-999
PR,São Pedro do Ivaí,86945-000 a 86949-999
PR,São Pedro do Paraná,87955-000 a 87959-999
PR,São Sebastião da Amoreira,86240-000 a 86249-999
PR,São Tomé,87220-000 a 87224-999
PR,Tamarana,86125-000 a 86129-999
PR,Tamboara,87760-000 a 87769-999
PR,Tapejara,87430-000 a 87449-999
PR,Tapira,87830-000 a 87839-999
PR,Teixeira Soares,84530-000 a 84534-999
PR,Telêmaco Borba,84260-001 a 84279-999
PR,Telêmaco Borba,84260-001 a 84274-999
PR,Terra Boa,87240-000 a 87249-999
PR,Terra Rica,87890-000 a 87899-999
PR,Terra Roxa,85990-000 a 85997-999
PR,Tibagi,84300-000 a 84319-999
PR,Tijucas do Sul,83190-000 a 83199-999
PR,Toledo,85900-001 a 85928-999
PR,Toledo,85900-001 a 85919-999
PR,Tomazina,84935-000 a 84939-999
PR,Três Barras do Paraná,85485-000 a 85499-999
PR,Tunas do Paraná,83480-000 a 83489-999
PR,Tuneiras do Oeste,87450-000 a 87469-999
PR,Tupãssi,85945-000 a 85947-999
PR,Turvo,85150-000 a 85154-999
PR,Ubiratã,85440-000 a 85449-999
PR,Umuarama,87500-001 a 87524-999
PR,Umuarama,87500-001 a 87515-999
PR,Uniflor,87640-000 a 87649-999
PR,União da Vitória,84600-001 a 84614-999
PR,União da Vitória,84600-001 a 84612-999
PR,Uraí,86280-000 a 86289-999
PR,Ventania,84345-000 a 84349-999
PR,Vera Cruz do Oeste,85845-000 a 85849-999
PR,Verê,85585-000 a 85597-999
PR,Virmond,85390-000 a 85399-999
PR,Vitorino,85520-000 a 85524-999
PR,Wenceslau Braz,84950-000 a 84969-999
PR,Xambrê,87535-000 a 87537-999
PR,Ângulo,86755-000 a 86759-999
RJ,Angra dos Reis,23900-001 a 23969-999
RJ,Angra dos Reis,23900-001 a 23959-999
RJ,Aperibé,28495-000 a 28499-999
RJ,Araruama,28970-001 a 28989-999
RJ,Araruama,28970-001 a 28989-999
RJ,Areal,25845-000 a 25849-999
RJ,Armação dos Búzios,28950-001 a 28959-999
RJ,Armação dos Búzios,28950-001 a 28959-999
RJ,Arraial do Cabo,28930-000 a 28939-999
RJ,Barra Mansa,27300-001 a 27399-999
RJ,Barra Mansa,27300-001 a 27399-999
RJ,Barra do Piraí,27000-001 a 27174-999
RJ,Barra do Piraí,27000-001 a 27150-999
RJ,Belford Roxo,26100-001 a 26199-999
RJ,Belford Roxo,26100-001 a 26199-999
RJ,Bom Jardim,28660-000 a 28679-999
RJ,Bom Jesus do Itabapoana,28360-000 a 28374-999
RJ,Cabo Frio,28900-001 a 28929-999
RJ,Cabo Frio,28900-001 a 28929-999
RJ,Cachoeiras de Macacu,28680-000 a 28699-999
RJ,Cambuci,28430-000 a 28454-999
RJ,Campos dos Goytacazes,28000-001 a 28179-999
RJ,Campos dos Goytacazes,28000-001 a 28099-999
RJ,Cantagalo,28500-000 a 28539-999
RJ,Carapebus,27998-000 a 27999-999
RJ,Cardoso Moreira,28180-000 a 28199-999
RJ,Carmo,28640-000 a 28649-999
RJ,Casimiro de Abreu,28860-000 a 28889-999
RJ,Comendador Levy Gasparian,25870-000 a 25879-999
RJ,Conceição de Macabu,28740-000 a 28749-999
RJ,Cordeiro,28540-000 a 28544-999
RJ,Duas Barras,28650-000 a 28659-999
RJ,Duque de Caxias,25000-001 a 25499-999
RJ,Duque de Caxias,25000-001 a 25499-999
RJ,Engenheiro Paulo de Frontin,26650-000 a 26699-999
RJ,Guapimirim,25940-001 a 25949-999
RJ,Guapimirim,25940-001 a 25949-999
RJ,Iguaba Grande,28960-000 a 28969-999
RJ,Itaboraí,24800-001 a 24889-999
RJ,Itaboraí,24800-001 a 24889-999
RJ,Itaguaí,23800-001 a 23859-999
RJ,Itaguaí,23800-001 a 23859-999
RJ,Italva,28250-000 a 28299-999
RJ,Itaocara,28570-000 a 28599-999
RJ,Itaperuna,28300-000 a 28349-999
RJ,Itatiaia,27580-000 a 27599-999
RJ,Japeri,26400-001 a 26499-999
RJ,Japeri,26400-001 a 26499-999
RJ,Laje do Muriaé,28350-000 a 28359-999
RJ,Macaé,27900-001 a 27997-999
RJ,Macaé,27900-001 a 27979-999
RJ,Macuco,28545-000 a 28549-999
RJ,Magé,25900-001 a 25939-999
RJ,Magé,25900-001 a 25939-999
RJ,Mangaratiba,23860-000 a 23889-999
RJ,Maricá,24900-001 a 24999-999
RJ,Maricá,24900-001 a 24999-999
RJ,Mendes,26700-000 a 26899-999
RJ,Mesquita,26550-001 a 26599-999
RJ,Mesquita,26550-001 a 26599-999
RJ,Miguel Pereira,26900-000 a 26949-999
RJ,Miracema,28460-000 a 28469-999
RJ,Natividade,28380-000 a 28389-999
RJ,Nilópolis,26500-001 a 26549-999
RJ,Nilópolis,26500-001 a 26549-999
RJ,Niterói,24000-001 a 24399-999
RJ,Niterói,24000-001 a 24399-999
RJ,Nova Friburgo,28600-001 a 28636-999
RJ,Nova Friburgo,28600-001 a 28636-999
RJ,Nova Iguaçu,26000-001 a 26099-999
RJ,Nova Iguaçu,26200-000 a 26299-999
RJ,Nova Iguaçu,26000-001 a 26099-999
RJ,Nova Iguaçu,26200-000 a 26299-999
RJ,Paracambi,26600-000 a 26649-999
RJ,Paraty,23970-000 a 23999-999
RJ,Paraíba do Sul,25850-000 a 25869-999
RJ,Paty do Alferes,26950-000 a 26999-999
RJ,Petrópolis,25600-001 a 25779-999
RJ,Petrópolis,25600-001 a 25779-999
RJ,Pinheiral,27197-000 a 27199-999
RJ,Piraí,27175-000 a 27196-999
RJ,Porciúncula,28390-000 a 28399-999
RJ,Porto Real,27570-000 a 27579-999
RJ,Quatis,27400-001 a 27459-999
RJ,Quatis,27400-001 a 27459-999
RJ,Queimados,26300-001 a 26399-999
RJ,Queimados,26300-001 a 26399-999
RJ,Quissamã,28735-000 a 28739-999
RJ,Resende,27500-001 a 27569-999
RJ,Resende,27500-001 a 27549-999
RJ,Rio Bonito,28800-000 a 28819-999
RJ,Rio Claro,27460-000 a 27499-999
RJ,Rio das Flores,27660-000 a 27699-999
RJ,Rio das Ostras,28890-001 a 28899-999
RJ,Rio das Ostras,28890-001 a 28899-999
RJ,Rio de Janeiro,20000-001 a 23799-999
RJ,Rio de Janeiro,20000-001 a 23799-999
RJ,Santa Maria Madalena,28770-000 a 28799-999
RJ,Santo Antônio de Pádua,28470-000 a 28494-999
RJ,Sapucaia,25880-000 a 25899-999
RJ,Saquarema,28990-001 a 28999-999
RJ,Saquarema,28990-001 a 28999-999
RJ,Seropédica,23890-001 a 23899-999
RJ,Seropédica,23890-001 a 23899-999
RJ,Silva Jardim,28820-000 a 28859-999
RJ,Sumidouro,28637-000 a 28639-999
RJ,São Fidélis,28400-000 a 28429-999
RJ,São Francisco de Itabapoana,28230-000 a 28249-999
RJ,São Gonçalo,24400-001 a 24799-999
RJ,São Gonçalo,24400-001 a 24799-999
RJ,São José de Ubá,28455-000 a 28459-999
RJ,São José do Vale do Rio Preto,25780-000 a 25799-999
RJ,São João da Barra,28200-000 a 28229-999
RJ,São João de Meriti,25500-001 a 25599-999
RJ,São João de Meriti,25500-001 a 25599-999
RJ,São Pedro da Aldeia,28940-001 a 28949-999
RJ,São Pedro da Aldeia,28940-001 a 28949-999
RJ,São Sebastião do Alto,28550-000 a 28569-999
RJ,Tanguá,24890-000 a 24899-999
RJ,Teresópolis,25950-001 a 25999-999
RJ,Teresópolis,25950-001 a 25995-999
RJ,Trajano de Moraes,28750-000 a 28769-999
RJ,Três Rios,25800-001 a 25844-999
RJ,Três Rios,25800-001 a 25829-999
RJ,Valença,27600-000 a 27659-999
RJ,Varre-Sai,28375-000 a 28379-999
RJ,Vassouras,27700-000 a 27899-999
RJ,Volta Redonda,27200-001 a 27299-999
RJ,Volta Redonda,27200-001 a 27299-999
RN,Acari,59370-000 a 59373-999
RN,Afonso Bezerra,59510-000 a 59512-999
RN,Alexandria,59965-000 a 59969-999
RN,Almino Afonso,59760-000 a 59769-999
RN,Alto do Rodrigues,59507-000 a 59507-999
RN,Angicos,59515-000 a 59516-999
RN,Antônio Martins,59870-000 a 59879-999
RN,Apodi,59700-000 a 59729-999
RN,Areia Branca,59655-000 a 59659-999
RN,Arez,59170-000 a 59172-999
RN,Açu,59650-000 a 59654-999
RN,Baraúna,59695-000 a 59699-999
RN,Barcelona,59410-000 a 59419-999
RN,Baía Formosa,59194-000 a 59195-999
RN,Bento Fernandes,59555-000 a 59559-999
RN,Boa Saúde,59260-000 a 59269-999
RN,Bodó,59528-000 a 59529-999
RN,Bom Jesus,59270-000 a 59274-999
RN,Brejinho,59219-000 a 59219-999
RN,Caicó,59300-000 a 59309-999
RN,Caiçara do Norte,59592-000 a 59593-999
RN,Caiçara do Rio do Vento,59540-000 a 59543-999
RN,Campo Grande,59680-000 a 59684-999
RN,Campo Redondo,59230-000 a 59234-999
RN,Canguaretama,59190-000 a 59191-999
RN,Caraúbas,59780-000 a 59789-999
RN,Carnaubais,59665-000 a 59667-999
RN,Carnaúba dos Dantas,59374-000 a 59374-999
RN,Ceará-Mirim,59570-000 a 59574-999
RN,Cerro Corá,59395-000 a 59399-999
RN,Coronel Ezequiel,59220-000 a 59224-999
RN,Coronel João Pessoa,59930-000 a 59939-999
RN,Cruzeta,59375-000 a 59377-999
RN,Currais Novos,59380-000 a 59389-999
RN,Doutor Severiano,59910-000 a 59919-999
RN,Encanto,59905-000 a 59907-999
RN,Equador,59355-000 a 59359-999
RN,Espírito Santo,59180-000 a 59181-999
RN,Extremoz,59575-000 a 59577-999
RN,Felipe Guerra,59795-000 a 59799-999
RN,Fernando Pedroza,59517-000 a 59517-999
RN,Florânia,59335-000 a 59337-999
RN,Francisco Dantas,59902-000 a 59904-999
RN,Frutuoso Gomes,59890-000 a 59899-999
RN,Galinhos,59596-000 a 59597-999
RN,Goianinha,59173-000 a 59177-999
RN,Governador Dix-Sept Rosado,59790-000 a 59794-999
RN,Grossos,59675-000 a 59677-999
RN,Guamaré,59598-000 a 59599-999
RN,Ielmo Marinho,59490-000 a 59499-999
RN,Ipanguaçu,59508-000 a 59509-999
RN,Ipueira,59315-000 a 59317-999
RN,Itajá,59513-000 a 59514-999
RN,Itaú,59855-000 a 59855-999
RN,Jandaíra,59594-000 a 59595-999
RN,Janduís,59690-000 a 59694-999
RN,Japi,59213-000 a 59213-999
RN,Jardim de Angicos,59544-000 a 59546-999
RN,Jardim de Piranhas,59324-000 a 59326-999
RN,Jardim do Seridó,59343-000 a 59346-999
RN,Jaçanã,59225-000 a 59226-999
RN,José da Penha,59980-000 a 59986-999
RN,João Câmara,59550-000 a 59554-999
RN,João Dias,59880-000 a 59889-999
RN,Jucurutu,59330-000 a 59334-999
RN,Jundiá,59188-000 a 59189-999
RN,Lagoa D'Anta,59227-000 a 59229-999
RN,Lagoa Nova,59390-000 a 59394-999
RN,Lagoa Salgada,59247-000 a 59249-999
RN,Lagoa de Pedras,59244-000 a 59244-999
RN,Lagoa de Velhos,59430-000 a 59439-999
RN,Lajes,59535-000 a 59539-999
RN,Lajes Pintadas,59235-000 a 59239-999
RN,Lucrécia,59805-000 a 59807-999
RN,Luís Gomes,59940-000 a 59944-999
RN,Macau,59500-000 a 59503-999
RN,Macaíba,59280-000 a 59289-999
RN,Major Sales,59945-000 a 59949-999
RN,Marcelino Vieira,59970-000 a 59979-999
RN,Martins,59800-000 a 59804-999
RN,Maxaranguape,59580-000 a 59581-999
RN,Messias Targino,59775-000 a 59779-999
RN,Montanhas,59198-000 a 59199-999
RN,Monte Alegre,59182-000 a 59183-999
RN,Monte das Gameleiras,59217-000 a 59217-999
RN,Mossoró,59600-001 a 59649-999
RN,Mossoró,59600-001 a 59649-999
RN,Natal,59000-001 a 59139-999
RN,Natal,59000-001 a 59139-999
RN,Nova Cruz,59215-000 a 59216-999
RN,Nísia Floresta,59164-000 a 59167-999
RN,Olho-D'Água do Borges,59730-000 a 59739-999
RN,Ouro Branco,59347-000 a 59349-999
RN,Paraná,59950-000 a 59954-999
RN,Parazinho,59586-000 a 59587-999
RN,Paraú,59660-000 a 59662-999
RN,Parelhas,59360-000 a 59369-999
RN,Parnamirim,59140-001 a 59161-999
RN,Parnamirim,59140-001 a 59161-999
RN,Passa e Fica,59218-000 a 59218-999
RN,Passagem,59259-000 a 59259-999
RN,Patu,59770-000 a 59774-999
RN,Pau dos Ferros,59900-000 a 59901-999
RN,Pedra Grande,59588-000 a 59589-999
RN,Pedra Preta,59547-000 a 59549-999
RN,Pedro Avelino,59530-000 a 59534-999
RN,Pedro Velho,59196-000 a 59197-999
RN,Pendências,59504-000 a 59506-999
RN,Pilões,59960-000 a 59964-999
RN,Portalegre,59810-000 a 59814-999
RN,Porto do Mangue,59668-000 a 59669-999
RN,Poço Branco,59560-000 a 59564-999
RN,Pureza,59582-000 a 59583-999
RN,Rafael Fernandes,59990-000 a 59994-999
RN,Rafael Godeiro,59740-000 a 59759-999
RN,Riacho da Cruz,59820-000 a 59829-999
RN,Riacho de Santana,59987-000 a 59989-999
RN,Riachuelo,59470-000 a 59479-999
RN,Rio do Fogo,59578-000 a 59579-999
RN,Rodolfo Fernandes,59830-000 a 59839-999
RN,Ruy Barbosa,59420-000 a 59429-999
RN,Santa Cruz,59200-000 a 59209-999
RN,Santa Maria,59464-000 a 59469-999
RN,Santana do Matos,59520-000 a 59527-999
RN,Santana do Seridó,59350-000 a 59354-999
RN,Santo Antônio,59255-000 a 59257-999
RN,Senador Elói de Souza,59250-000 a 59254-999
RN,Senador Georgino Avelino,59168-000 a 59169-999
RN,Serra Caiada,59245-000 a 59246-999
RN,Serra Negra do Norte,59318-000 a 59319-999
RN,Serra de São Bento,59214-000 a 59214-999
RN,Serra do Mel,59663-000 a 59664-999
RN,Serrinha,59258-000 a 59258-999
RN,Serrinha dos Pintos,59808-000 a 59809-999
RN,Severiano Melo,59856-000 a 59864-999
RN,São Bento do Norte,59590-000 a 59591-999
RN,São Bento do Trairi,59210-000 a 59212-999
RN,São Fernando,59327-000 a 59329-999
RN,São Francisco do Oeste,59908-000 a 59909-999
RN,São Gonçalo do Amarante,59290-001 a 59299-999
RN,São Gonçalo do Amarante,59290-001 a 59298-999
RN,São José de Mipibu,59162-000 a 59163-999
RN,São José do Campestre,59275-000 a 59279-999
RN,São José do Seridó,59378-000 a 59379-999
RN,São João do Sabugi,59310-000 a 59314-999
RN,São Miguel,59920-000 a 59924-999
RN,São Miguel do Gostoso,59585-000 a 59585-999
RN,São Paulo do Potengi,59460-000 a 59463-999
RN,São Pedro,59480-000 a 59489-999
RN,São Rafael,59518-000 a 59519-999
RN,São Tomé,59400-000 a 59409-999
RN,São Vicente,59340-000 a 59342-999
RN,Sítio Novo,59440-000 a 59459-999
RN,Taboleiro Grande,59840-000 a 59854-999
RN,Taipu,59565-000 a 59569-999
RN,Tangará,59240-000 a 59243-999
RN,Tenente Ananias,59955-000 a 59959-999
RN,Tenente Laurentino Cruz,59338-000 a 59339-999
RN,Tibau,59678-000 a 59679-999
RN,Tibau do Sul,59178-000 a 59179-999
RN,Timbaúba dos Batistas,59320-000 a 59323-999
RN,Touros,59584-000 a 59584-999
RN,Triunfo Potiguar,59685-000 a 59689-999
RN,Umarizal,59865-000 a 59869-999
RN,Upanema,59670-000 a 59674-999
RN,Venha-Ver,59925-000 a 59929-999
RN,Vera Cruz,59184-000 a 59184-999
RN,Vila Flor,59192-000 a 59193-999
RN,Viçosa,59815-000 a 59819-999
RN,Várzea,59185-000 a 59186-999
RN,Água Nova,59995-000 a 59999-999
RO,Alta Floresta D'Oeste,76954-000 a 76955-999
RO,Alto Alegre dos Parecis,76952-000 a 76953-999
RO,Alto Paraíso,76862-000 a 76862-999
RO,Alvorada D'Oeste,76930-000 a 76931-999
RO,Ariquemes,76870-001 a 76879-999
RO,Ariquemes,76870-001 a 76878-999
RO,Buritis,76880-000 a 76886-999
RO,Cabixi,76994-000 a 76994-999
RO,Cacaulândia,76889-000 a 76889-999
RO,Cacoal,76960-001 a 76969-999
RO,Cacoal,76960-001 a 76969-999
RO,Campo Novo de Rondônia,76887-000 a 76887-999
RO,Candeias do Jamari,76860-000 a 76860-999
RO,Castanheiras,76948-000 a 76949-999
RO,Cerejeiras,76997-000 a 76998-999
RO,Chupinguaia,76990-000 a 76992-999
RO,Colorado do Oeste,76993-000 a 76993-999
RO,Corumbiara,76995-000 a 76996-999
RO,Costa Marques,76937-000 a 76939-999
RO,Cujubim,76864-000 a 76865-999
RO,Espigão D'Oeste,76974-000 a 76975-999
RO,Governador Jorge Teixeira,76898-000 a 76899-999
RO,Guajará-Mirim,76850-000 a 76856-999
RO,Itapuã do Oeste,76861-000 a 76861-999
RO,Jaru,76890-000 a 76897-999
RO,Ji-Paraná,76900-001 a 76915-999
RO,Ji-Paraná,76900-001 a 76914-999
RO,Machadinho D'Oeste,76868-000 a 76869-999
RO,Ministro Andreazza,76919-000 a 76919-999
RO,Mirante da Serra,76926-000 a 76927-999
RO,Monte Negro,76888-000 a 76888-999
RO,Nova Brasilândia D'Oeste,76958-000 a 76959-999
RO,Nova Mamoré,76857-000 a 76859-999
RO,Nova União,76924-000 a 76925-999
RO,Novo Horizonte do Oeste,76956-000 a 76957-999
RO,Ouro Preto do Oeste,76920-000 a 76922-999
RO,Parecis,76979-000 a 76979-999
RO,Pimenta Bueno,76970-000 a 76973-999
RO,Pimenteiras do Oeste,76999-000 a 76999-999
RO,Porto Velho,76800-001 a 76849-999
RO,Porto Velho,76800-001 a 76834-999
RO,Presidente Médici,76916-000 a 76918-999
RO,Primavera de Rondônia,76976-000 a 76976-999
RO,Rio Crespo,76863-000 a 76863-999
RO,Rolim de Moura,76940-000 a 76947-999
RO,Santa Luzia D'Oeste,76950-000 a 76951-999
RO,Seringueiras,76934-000 a 76934-999
RO,São Felipe D'Oeste,76977-000 a 76978-999
RO,São Francisco do Guaporé,76935-000 a 76936-999
RO,São Miguel do Guaporé,76932-000 a 76933-999
RO,Teixeirópolis,76928-000 a 76928-999
RO,Theobroma,76866-000 a 76866-999
RO,Urupá,76929-000 a 76929-999
RO,Vale do Anari,76867-000 a 76867-999
RO,Vale do Paraíso,76923-000 a 76923-999
RO,Vilhena,76980-001 a 76989-999
RO,Vilhena,76980-001 a 76988-999
RR,Alto Alegre,69350-000 a 69354-999
RR,Amajari,69343-000 a 69344-999
RR,Boa Vista,69300-001 a 69339-999
RR,Boa Vista,69300-001 a 69339-999
RR,Bonfim,69380-000 a 69389-999
RR,Cantá,69390-000 a 69399-999
RR,Caracaraí,69360-000 a 69369-999
RR,Caroebe,69378-000 a 69379-999
RR,Iracema,69348-000 a 69349-999
RR,Mucajaí,69340-000 a 69342-999
RR,Normandia,69355-000 a 69357-999
RR,Pacaraima,69345-000 a 69347-999
RR,Rorainópolis,69373-000 a 69374-999
RR,São João da Baliza,69375-000 a 69377-999
RR,São Luiz,69370-000 a 69372-999
RR,Uiramutã,69358-000 a 69359-999
RS,Aceguá,96445-000 a 96449-999
RS,Agudo,96540-000 a 96544-999
RS,Ajuricaba,98750-000 a 98757-999
RS,Alecrim,98950-000 a 98954-999
RS,Alegrete,97540-001 a 97559-999
RS,Alegrete,97540-001 a 97551-999
RS,Alegria,98905-000 a 98909-999
RS,Almirante Tamandaré do Sul,99523-000 a 99524-999
RS,Alpestre,98480-000 a 98499-999
RS,Alto Alegre,99430-000 a 99434-999
RS,Alto Feliz,95773-000 a 95774-999
RS,Alvorada,94800-001 a 94899-999
RS,Alvorada,94800-001 a 94889-999
RS,Amaral Ferrador,96635-000 a 96639-999
RS,Ametista do Sul,98465-000 a 98469-999
RS,André da Rocha,95310-000 a 95314-999
RS,Anta Gorda,95980-000 a 95984-999
RS,Antônio Prado,95250-000 a 95254-999
RS,Arambaré,96178-000 a 96179-999
RS,Araricá,93880-000 a 93889-999
RS,Aratiba,99770-000 a 99789-999
RS,Arroio Grande,96330-000 a 96359-999
RS,Arroio do Meio,95940-000 a 95944-999
RS,Arroio do Padre,96155-000 a 96159-999
RS,Arroio do Sal,95585-000 a 95587-999
RS,Arroio do Tigre,96950-000 a 96989-999
RS,Arroio dos Ratos,96740-000 a 96744-999
RS,Arvorezinha,95995-000 a 95996-999
RS,Augusto Pestana,98740-000 a 98749-999
RS,Bagé,96400-001 a 96444-999
RS,Bagé,96400-001 a 96429-999
RS,Balneário Pinhal,95599-000 a 95599-999
RS,Barra Funda,99585-000 a 99589-999
RS,Barra do Guarita,98530-000 a 98534-999
RS,Barra do Quaraí,97538-000 a 97539-999
RS,Barra do Ribeiro,92870-000 a 92899-999
RS,Barra do Rio Azul,99795-000 a 99799-999
RS,Barracão,95370-000 a 95379-999
RS,Barros Cassal,99360-000 a 99369-999
RS,Barão,95730-000 a 95734-999
RS,Barão de Cotegipe,99740-000 a 99749-999
RS,Barão do Triunfo,96735-000 a 96739-999
RS,Benjamin Constant do Sul,99650-000 a 99654-999
RS,Bento Gonçalves,95700-001 a 95714-999
RS,Bento Gonçalves,95700-001 a 95709-999
RS,Boa Vista das Missões,98335-000 a 98337-999
RS,Boa Vista do Buricá,98918-000 a 98918-999
RS,Boa Vista do Cadeado,98118-000 a 98119-999
RS,Boa Vista do Incra,98120-000 a 98124-999
RS,Boa Vista do Sul,95727-000 a 95729-999
RS,Bom Jesus,95290-000 a 95299-999
RS,Bom Princípio,95765-000 a 95767-999
RS,Bom Progresso,98575-000 a 98579-999
RS,Bom Retiro do Sul,95870-000 a 95874-999
RS,Boqueirão do Leão,95920-000 a 95922-999
RS,Bossoroca,97850-000 a 97869-999
RS,Bozano,98733-000 a 98734-999
RS,Braga,98560-000 a 98569-999
RS,Brochier,95790-000 a 95792-999
RS,Butiá,96750-000 a 96754-999
RS,Cacequi,97450-000 a 97499-999
RS,Cachoeira do Sul,96500-001 a 96529-999
RS,Cachoeira do Sul,96500-001 a 96510-999
RS,Cachoeirinha,94900-001 a 94999-999
RS,Cachoeirinha,94900-001 a 94999-999
RS,Cacique Doble,99860-000 a 99869-999
RS,Caibaté,97930-000 a 97934-999
RS,Caiçara,98440-000 a 98449-999
RS,Camaquã,96780-001 a 96799-999
RS,Camaquã,96780-001 a 96792-999
RS,Camargo,99165-000 a 99169-999
RS,Cambará do Sul,95480-000 a 95499-999
RS,Campestre da Serra,95255-000 a 95259-999
RS,Campina das Missões,98975-000 a 98979-999
RS,Campinas do Sul,99660-000 a 99664-999
RS,Campo Bom,93700-000 a 93799-999
RS,Campo Novo,98570-000 a 98574-999
RS,Campos Borges,99435-000 a 99439-999
RS,Candelária,96930-000 a 96949-999
RS,Candiota,96495-000 a 96499-999
RS,Canela,95680-000 a 95689-999
RS,Canguçu,96600-000 a 96609-999
RS,Canoas,92000-001 a 92479-999
RS,Canoas,92000-001 a 92449-999
RS,Canudos do Vale,95933-000 a 95934-999
RS,Capela de Santana,95745-000 a 95747-999
RS,Capitão,95935-000 a 95936-999
RS,Capivari do Sul,95552-000 a 95554-999
RS,Capão Bonito do Sul,95308-000 a 95309-999
RS,Capão da Canoa,95555-000 a 95559-999
RS,Capão do Cipó,97753-000 a 97754-999
RS,Capão do Leão,96160-000 a 96169-999
RS,Carazinho,99500-000 a 99522-999
RS,Caraá,95515-000 a 95519-999
RS,Carlos Barbosa,95185-000 a 95189-999
RS,Carlos Gomes,99825-000 a 99829-999
RS,Casca,99260-000 a 99264-999
RS,Caseiros,95315-000 a 95319-999
RS,Catuípe,98770-000 a 98779-999
